original_name,company_name
Viventia Bio Inc,viventia bio
Orthovita Inc,orthovita
Vitalink Communications Corp,vitalink communications
Vitacost.com Inc,vitacostcom
Victoria Gold Corp,victoria gold
Futurebiotics Inc,futurebiotics
Vital Farms Inc,vital farms
Vital Signs Inc.,vital signs
Vitria Technology Inc,vitria technology
Vitramon Inc,vitramon
Vitro Sab De CV,vitro sab de cv
Telefonica Brasil SA,telefonica brasil
Vivigen Inc,vivigen
VIVO Participacoes SA,vivo participacoes
Viveve Medical Inc,viveve medical
Vivendi SE,vivendi se
Vivakor Inc,vivakor
Meridian Bioscience Inc,meridian bioscience
VivoSim Labs Inc,vivosim labs
Avivagen Inc,avivagen
Vixel Corp,vixel
ProShares VIX Mid-Term Futures ETF,proshares vix midterm futures
ProShares VIX Short-Term Futures ETF,proshares vix shortterm futures
Thermo Vision Corp,thermo vision
Vizacom Inc,vizacom
Vaughan-Jacklin Corp,vaughanjacklin
voxeljet AG,voxeljet
Van Kampen New Jersey Value Municipal Inc,van kampen new jersey value municipal
Van Kampen Advantage Municipal Income Trust,van kampen advantage municipal income trust
Van Kampen California Municipal Trust,van kampen california municipal trust
Invesco Advantage Municipal Income Trust II,invesco advantage municipal income trust ii
Invesco Van Kampen Select Sector Municipal Trust,invesco van kampen select sector municipal trust
Viking Office Products Inc,viking office products
Invesco Municipal Trust,invesco municipal trust
Viking Energy Royalty Trust,viking energy royalty trust
Van Kampen Strategic Sector Municipal Trust,van kampen strategic sector municipal trust
Viskase Cos Inc,viskase cos
Vikonics Inc,vikonics
Viking Therapeutics Inc,viking therapeutics
Van Kampen Value Municipals Income Trust,van kampen value municipals income trust
Valleylab Inc,valleylab
Vipont Pharmaceutical Inc,vipont pharmaceutical
Direxion S&P Latin America 40 DRRC Volatility Response Shares,direxion sp latin america drrc volatility response
Vanguard Canadian Long-Term Bond Index Etf,vanguard canadian longterm index
Velocity Minerals Ltd -Old,velocity minerals old
Volcom Inc,volcom
Volcon Inc,volcon
Valicert Inc,valicert
Voyager Learning Co,voyager learning
Validian Corp,validian
Velodyne Lidar Inc,velodyne lidar
Vl Dissolution Corp,vl dissolution
Velo3D Inc,velod
Valle's Steak House,valles steak house
Valeo SE,valeo se
Valor Energy Corp,valor energy
Valeura Energy Inc,valeura energy
Valley Forge Scientific Corp.,valley forge scientific
Valley National Gases Inc,valley national gases
Village Super Market Inc,village super market
Valid Logic Systems Inc,valid logic systems
VLI Corp,vli
AlphaEdge Large Cap Value ETF,alphaedge large cap value
Direxion Value Line Conservative Equity ETF,direxion value line conservative equity
Valley Republic Bancorp,valley republic bancorp
Valley Bancorp,valley bancorp
Volume Merchandise,volume merchandise
Direxion Value Line Mid- and Large-Cap High Dividend ETF,direxion value line mid and largecap high dividend
Valens Semiconductor Ltd,valens semiconductor
VLN Corp,vln
Valence Technology Inc,valence technology
Velan Inc,velan
Videolan Technologies Inc,videolan technologies
Valero Energy Corp,valero energy
Valero Energy Corp-Old,valero energy old
Valero Natural Gas Pipeline Co,valero natural gas pipeline
Valero Energy Partners LP,valero energy partners lp
Valero Natural Gas Partner LP,valero natural gas partner lp
Value Property Trust,value property trust
Vanguard Global Liquidity Factor ETF,vanguard global liquidity factor
Controladora Vuela Compania de Aviacion SA de CV,controladora vuela compania de aviacion de cv
Valera Pharmaceuticals Inc,valera pharmaceuticals
Valeritas Holdings Inc,valeritas
VLSI Technology Inc,vlsi technology
Direxion Value Line Small- and Mid-Cap High Dividend ETF,direxion value line small and midcap high dividend
Invesco High Income Trust II,invesco high income trust ii
Volta Inc,volta
Volta Resources Inc,volta resources
Voltari Corp,voltari
Veralto Corp,veralto
Volterra Semiconductor Corp,volterra semiconductor
Worldwide Value Fund,worldwide value
iShares MSCI USA Value Factor ETF,ishares msci usa value factor
Video Library Inc,video library
Volvo AB,volvo ab
Valley National Bancorp,valley national bancorp
Virgin Mobile USA Inc,virgin mobile usa
Vision Marine Technologies Inc,vision marine technologies
Hartford US Value ETF,hartford us value
REX VolMAXX Long VIX Futures Strategy ETF,rex volmaxx long vix futures strategy
Vanguard Mortgage-Backed Securities ETF,vanguard mortgagebacked securities
Vulcan Materials Co,vulcan materials
Viemed Healthcare Inc,viemed healthcare
Virgin Media Inc,virgin media
Diamond Cable Communications Ltd,diamond cable communications
Violin Memory Inc,violin memory
Vimeo Inc,vimeo
Viamet Pharmaceuticals Corp,viamet pharmaceuticals
Valmont Industries Inc,valmont industries
Valmac Industries Inc,valmac industries
Voice Mobility International Inc,voice mobility international
REX VolMAXX Short VIX Futures Strategy ETF,rex volmaxx short vix futures strategy
Delaware Investments Minnesota Municipal Income Fund II Inc,delaware investments minnesota municipal income ii
Delaware Investments Minnesota Municipal Income Fund Inc,delaware investments minnesota municipal income
Invesco Municipal Opportunity Trust,invesco municipal opportunity trust
Vanguard Global Momentum Factor ETF,vanguard global momentum factor
Banyan Mortgage Investors LP III,banyan mortgage investors lp iii
Ventana Medical Systems Inc,ventana medical systems
VMS Ventures Inc,vms ventures
Van Kampen Municipal Income Trust,van kampen municipal income trust
Invesco Van Kampen Massachusetts Value Municipal Income Trust,invesco van kampen massachusetts value municipal income trust
VMware Inc,vmware
VMX Inc,vmx
Valhalla Metals Inc,valhalla metals
Vincor International Inc,vincor international
Forrester Metals Inc,forrester metals
Vineyard National Bancorp,vineyard national bancorp
Venture Financial Group Inc,venture financial
Vince Holding Corp,vince
Vancord Capital Inc,vancord capital
Victory Nickel Inc,victory nickel
Valley National Corp Arizona,valley national arizona
Vencore Holding Corp,vencore
Vanda Pharmaceuticals Inc,vanda pharmaceuticals
VendTek Systems Inc,vendtek systems
Veoneer Inc,veoneer
V-One Corp,vone
VNET Group Inc,vnet
Vanguard FTSE Canadian Capped REIT Index ETF,vanguard ftse canadian capped reit index
Vault Energy Trust,vault energy trust
Vanjia Corp,vanjia
Janus Henderson Short Duration Income ETF,janus henderson short duration income
Vanoil Energy Ltd,vanoil energy
Vernalis PLC,vernalis
VanEck Vietnam ETF,vaneck vietnam
Van Kampen New York Quality Municipal Trust,van kampen new york quality municipal trust
Natixis Vaughan Nelson Mid Cap ETF,natixis vaughan nelson mid cap
Vanguard Canadian Short-Term Bond Index ETF,vanguard canadian shortterm index
Vornado Realty Trust,vornado realty trust
Viper Energy Inc,viper energy
Verde AgriTech Ltd,verde agritech
Vanguard Real Estate ETF,vanguard real estate
Vanguard Global ex-U.S. Real Estate ETF,vanguard global exus real estate
Valener Inc,valener
Vanguard FTSE Canada Index ETF,vanguard ftse canada index
VolitionRX Ltd,volitionrx
Natixis Vaughan Nelson Select ETF,natixis vaughan nelson select
Vontier Corp,vontier
CA Nacional Telefonos De Venezuela,ca nacional telefonos de venezuela
Ventana Global Inc,ventana global
Nano Mobile Healthcare Inc,nano mobile healthcare
Vianet Technologies Inc,vianet technologies
Venator Materials PLC,venator materials
Vantive Corp,vantive
Ventritex Inc,ventritex
VNUS Medical Technologies Inc,vnus medical technologies
Van Kampen New York Value Municipal Income Trust,van kampen new york value municipal income trust
Via Net.Works Inc,via networks
Visual Networks Inc,visual networks
Vecima Networks Inc,vecima networks
Veridian Corp,veridian
Verenex Energy Inc,verenex energy
Vanguard Mid-Cap ETF,vanguard midcap
Seagram Co Ltd (The),seagram
VOC Energy Trust,voc energy trust
VocalTec Communications Ltd,vocaltec communications
Vocus Inc,vocus
Vodafone Group Public Limited Company,vodafone public company
Vitro Biopharma Inc,vitro biopharma
Mountaintop Corp,mountaintop
Vanguard Mid-Cap Value ETF,vanguard midcap value
Van Kampen Florida Municipal Opportunity Trust,van kampen florida municipal opportunity trust
Volcan Holdings Inc,volcan
Voicemail International Inc,voicemail international
Virtus Oil and Gas Corp,virtus oil and gas
VOIS Inc  -Old,vois old
Voit Corp,voit
Volterra Resources Inc,volterra resources
Volcano Corp,volcano
Tema Electrification ETF,tema electrification
Volt Solar Systems,volt solar systems
Voltaire Ltd,voltaire
Volt Information Sciences Inc.,volt information sciences
BetaPro S&P 500 VIX Short-Term Futures ETF,betapro sp vix shortterm futures
Vons Companies Inc,vons companies
Vanguard Russell 1000 ETF,vanguard russell
Vanguard Russell 1000 Growth ETF,vanguard russell growth
Vanguard Russell 1000 Value ETF,vanguard russell value
Vanguard S&P 500 ETF,vanguard sp
Vornado Operating Co,vornado operating
Vanguard S&P 500 Growth ETF,vanguard sp growth
Vanguard S&P 500 Value ETF,vanguard sp value
Invesco Van Kampen Ohio Quality Municipal Trust,invesco van kampen ohio quality municipal trust
VioQuest Pharmaceuticals Inc,vioquest pharmaceuticals
Vor Biopharma Inc,vor biopharma
Virgin Orbit Holdings Inc,virgin orbit
Vanguard Mid-Cap Growth ETF,vanguard midcap growth
Van Kampen Municipal Opportunity Trust II,van kampen municipal opportunity trust ii
TCW Transform 500 ETF,tcw transform
Aristotle International Inc,aristotle international
Van Kampen Ohio Value Municipal Income Trust,van kampen ohio value municipal income trust
Vanguard Communication Services ETF,vanguard communication services
VOXCOM Inc,voxcom
Vox Royalty Corp,vox royalty
Voxware Inc,voxware
VOXX International Corp,voxx international
Voya Financial Inc,voya financial
Voyager.net Inc,voyagernet
Virtus Private Credit Strategy ETF,virtus private credit strategy
Valkyries Petroleum Corp,valkyries petroleum
Vantage Point Energy Inc,vantage point energy
Valpey-Fisher Corp,valpeyfisher
Vishay Precision Group Inc,vishay precision
VPGI Corp,vpgi
Velocity Portfolio Group Inc,velocity portfolio
Valeo Pharma Inc,valeo pharma
ViroPharma Inc,viropharma
Vintage Petroleum Inc.,vintage petroleum
Vita Plus Industries Inc,vita plus industries
Vanguard FTSE Pacific ETF,vanguard ftse pacific
VoIP-Pal.com Inc,voippalcom
Vanguard Core Plus Bond ETF,vanguard core plus
Simplify Volt Pop Culture Disruption ETF,simplify volt pop culture disruption
Vapor Group Inc -Old,vapor old
Van Kampen Pennsylvania Quality Municipal Trust,van kampen pennsylvania quality municipal trust
VPR Brands LP,vpr brands lp
Vista Proppants and Logistics Inc,vista proppants and logistics
Vanguard Utilities ETF,vanguard utilities
Invesco Pennsylvania Value Municipal Income Trust,invesco pennsylvania value municipal income trust
VersaPay Corp,versapay
Venoco Inc,venoco
Van Kampen California Quality Municipal Trust,van kampen california quality municipal trust
VIQ Solutions Inc,viq solutions
Veeder Industries Inc,veeder industries
Valley Resources Inc,valley resources
Validus Holdings Ltd,validus
Vera Bradley Inc,vera bradley
Viratek Inc,viratek
Virtual Radiologic Corporation,virtual radiologic
Virtus Real Asset Income ETF,virtus real asset income
Viragen Inc.,viragen
Glimpse Group Inc(The),glimpse
Virax Biolabs Group Ltd,virax biolabs
ViewRay Inc,viewray
Veraz Networks Inc,veraz networks
Verbatim Corp,verbatim
VR Business Brokers Inc,vr business brokers
VanadiumCorp Resources Inc,vanadiumcorp resources
Varco International Inc,varco international
Varco International-Old,varco internationalold
Verrica Pharmaceuticals Inc,verrica pharmaceuticals
Vertical Communications Inc,vertical communications
Versacom International Inc,versacom international
Varca Ventures Inc,varca ventures
SPDR Nuveen S&P VRDO Municipal Bond ETF,spdr nuveen sp vrdo municipal
Veridicom International Inc.,veridicom international
Viridian Therapeutics Inc,viridian therapeutics
Verado Holdings Inc,verado
Verde Resources Inc,verde resources
Viridis Holdings Corp,viridis
VRDT Corp,vrdt
Veris Residential Inc,veris residential
Verde Realty,verde realty
Vermont Research Inc,vermont research
Vireo Growth Inc,vireo growth
Varex Imaging Corp,varex imaging
TORC Oil & Gas Ltd,torc oil gas
Vero Energy Inc,vero energy
Viragen International Inc,viragen international
Virage Inc,virage
Verigy Ltd,verigy
VR Holdings Inc,vr
Vastar Resources Inc,vastar resources
Vanguard Retirement Income ETF Portfolio,vanguard retirement income portfolio
Invesco Variable Rate Investment Grade ETF,invesco variable rate investment grade
Virus Research Institute Inc,virus research institute
Vrio Corp,vrio
Verio Inc,verio
Virtek Vision International Inc,virtek vision international
Varolii Corp,varolii
Varlen Corp,varlen
Vroom Inc,vroom
VerifyMe Inc,verifyme
Veren Inc,veren
Verona Pharma PLC,verona pharma
Vringo Inc -Old,vringo old
Verenium Corp,verenium
Verano Holdings Corp,verano
Varonis Systems Inc,varonis systems
Verint Systems Inc,verint systems
Varo Inc,varo
Videotron Holdings Plc,videotron
Invesco Variable Rate Preferred ETF,invesco variable rate preferred
Virpax Pharmaceuticals Inc,virpax pharmaceuticals
Verra Mobility Corp,verra mobility
Verso Corp,verso
Verso Paper Holdings LLC,verso paper llc
Versa Technologies Inc,versa technologies
Tele2 Netherlands Holding NV,tele netherlands
Verisante Technology Inc,verisante technology
Viral Response Systems Inc,viral response systems
Verisk Analytics Inc,verisk analytics
VeriSign Inc,verisign
Verso Technologies Inc,verso technologies
Verisity Ltd,verisity
Varitronic Systems Inc,varitronic systems
Vertiv Holdings Co,vertiv
Vanguard Real Estate Fund II,vanguard real estate ii
Vertex Aerospace Inc.,vertex aerospace
Virata Corp,virata
Vestin Realty Mortgage II Inc,vestin realty mortgage ii
Veritec Inc,veritec
Vartech Systems  Inc,vartech systems
Virtus Investment Partners Inc,virtus investment partners
VERITAS Software Co,veritas software
Virtusa Corp,virtusa
Veritiv Corp,veritiv
Virtutone Networks Inc,virtutone networks
Vertex Pharmaceuticals Inc,vertex pharmaceuticals
Vortec Corp,vortec
Verity Inc.,verity
Verus International Inc,verus international
Pharmasset Inc,pharmasset
Valeant Pharmaceuticals International,valeant pharmaceuticals international
Verex Laboratories Inc,verex laboratories
ViRexx Medical Corp,virexx medical
MediaValet Inc,mediavalet
Victory Acquisition Corp,victory acquisition
ViryaNet Ltd,viryanet
Versus Systems Inc,versus systems
Video Services Corp,video services
TCTM Kids IT Education Inc,tctm kids it education
ViaSat Inc,viasat
VitaSpring Biomedical Co Ltd,vitaspring biomedical
VSB Bancorp Inc,vsb bancorp
VSB Bancorp Inc/NY,vsb bancorp ny
Vanguard Canadian Short-Term Corporate Bond Index ETF,vanguard canadian shortterm corporate index
Vision-Sciences Inc,visionsciences
Visual Sciences Inc/DE,visual sciences de
Victoria's Secret & Co,victorias secret
VirtualScopics Inc,virtualscopics
VictoryShares Dividend Accelerator ETF,victoryshares dividend accelerator
Vanguard Short Duration Tax-Exempt Bond ETF,vanguard short duration taxexempt
Vistana Signature Experiences Inc,vistana signature experiences
Varian Semiconductor Equipment Associates Inc,varian semiconductor equipment associates
VSE Corp,vse
VSee Health Inc,vsee health
Venture Seismic Ltd,venture seismic
Video Sentry Corp,video sentry
Vanguard Canadian Short-Term Government Bond Index Etf,vanguard canadian shortterm government index
Vasogen Inc,vasogen
Visigenic Software Inc,visigenic software
Vanguard World Fund - Vanguard ESG International Stock ETF,vanguard world vanguard esg international
Vishay Intertechnology Inc.,vishay intertechnology
Vitaminshoppe.com Inc,vitaminshoppecom
Virtus Newfleet Short Duration High Yield Bond ETF,virtus newfleet short duration high yield
Vitamin Shoppe Inc,vitamin shoppe
VSI Corp,vsi
Visio Corp,visio
ETF Series Solutions - Volshares Large Cap ETF,series solutions volshares large cap
Versa Services Ltd,versa services
VSI Liquidation Corp,vsi liquidation
Vivint Solar Inc,vivint solar
Applied Finance Valuation Large Cap ETF,applied finance valuation large cap
Versum Materials Inc,versum materials
Vasamed Inc,vasamed
VS MEDIA Holdings Ltd,vs media
VSM MedTech Ltd,vsm medtech
VictoryShares US Multi-Factor Minimum Volatility ETF,victoryshares us multifactor minimum volatility
Visionamerica Inc,visionamerica
Viseon Inc,viseon
Versant Corp,versant
Visionics Corp,visionics
Viaspace Inc,viaspace
Vanguard S&P 500 Index ETF (CAD-hedged),vanguard sp index
Vesper Healthcare Acquisition Corp,vesper healthcare acquisition
Direxion S&P 1500 DRRC Volatility Response Shares,direxion sp drrc volatility response
VectorShares Min Vol ETF,vectorshares min vol
Direxion S&P 500 Volatility Resonse Shares,direxion sp volatility resonse
Versar Inc.,versar
Vanguard FTSE All-World Ex-US Small-Cap Index Fund ETF,vanguard ftse allworld exus smallcap index
Vision Sciences Inc,vision sciences
Vistra Corp,vistra
Vanstar Corp,vanstar
Vasta Platform Ltd,vasta platform
VistaCare Inc,vistacare
Vitalstream Holdings Inc,vitalstream
Versus Technology Inc,versus technology
Verastem Inc,verastem
Vistana Inc,vistana
Vestin Group Inc,vestin
Vista Outdoor Inc,vista outdoor
Voicestream Wireless Corp,voicestream wireless
Vestar Inc,vestar
Vestis Corp,vestis
Vast Renewables Ltd,vast renewables
Varsity Group Inc,varsity
VeraSun Energy Corp,verasun energy
Vesely Co,vesely
Valentec Systems Inc,valentec systems
Viscount Systems Inc,viscount systems
Vanguard Total World Stock ETF,vanguard total world
Invesco Dynamic Credit Opportunities Fund,invesco dynamic credit opportunities
Ventra Group Inc,ventra
Vitae Pharmaceuticals Inc,vitae pharmaceuticals
Vesta Insurance Group Inc.,vesta insurance
Catheter Precision Inc,catheter precision
Vital Images Inc,vital images
Vanguard Scottsdale Funds - Vanguard Total Corporate Bond ETF,vanguard scottsdale funds vanguard total corporate
Vitronics Corp,vitronics
Vought Aircraft Holdings Inc,vought aircraft
Vantage Drilling International Ltd,vantage drilling international
Vanguard Municipal Bond Funds - Vanguard Tax-Exempt Bond ETF,vanguard municipal funds vanguard taxexempt
Vanguard California Tax-Exempt Bond ETF,vanguard california taxexempt
Valtech SE,valtech se
Vanguard Intermediate-Term Tax-Exempt Bond ETF,vanguard intermediateterm taxexempt
Vodavi Technology Inc,vodavi technology
Vision Ten Inc,vision ten
Vanguard Short-Term Tax Exempt Bond ETF,vanguard shortterm tax exempt
VTEX,vtex
Van Kampen Trust for Investment Grade Florida Municipals,van kampen trust for investment grade florida municipals
Vantage Drilling Co,vantage drilling
New Paradigm Software Corp,new paradigm software
Vistagen Therapeutics Inc,vistagen therapeutics
Vanguard Index Funds - Vanguard Total Stock Market ETF,vanguard index funds vanguard total market
Vanguard Tech International,vanguard tech international
Valdor Technology International Inc,valdor technology international
VectoIQ Acquisition Corp,vectoiq acquisition
Invesco Van Kampen Trust For Investment Grade New Jersey Municipals,invesco van kampen trust for investment grade new jersey municipals
Vitalink Pharmacy Services Inc,vitalink pharmacy services
Vital Therapies Inc,vital therapies
Vital Energy Inc,vital energy
Vital Living Inc,vital living
Corporacion Inmobiliaria Vesta SAB de CV,corporacion inmobiliaria vesta sab de cv
Invesco Trust For Investment Grade New York Municipals,invesco trust for investment grade new york municipals
Vitran Corp Inc.,vitran
VTN Corp,vtn
Bristow Group Inc,bristow
Van Kampen Trust for Investment Grade Pennsylvania Municipals,van kampen trust for investment grade pennsylvania municipals
Ventas Inc.,ventas
Vectra Banking Corp,vectra banking
Viterra Canada Inc,viterra canada
VictoryShares Top Veteran Employers ETF,victoryshares top veteran employers
Ventron Corp,ventron
Vertro Inc,vertro
Viatris Inc,viatris
Vertrue Inc,vertrue
Ventrex Laboratories Inc,ventrex laboratories
Vitesse Energy Inc,vitesse energy
Veritas DGC Inc.,veritas dgc
VirTra Inc,virtra
Vitesse Semiconductor Corp,vitesse semiconductor
Vitalstate Inc,vitalstate
VTTI Energy Partners LP,vtti energy partners lp
Virgin Trains USA LLC,virgin trains usa llc
Vanguard Value ETF,vanguard value
vTv Therapeutics Inc,vtv therapeutics
Vertex Communications Corp,vertex communications
Ventyx Biosciences Inc,ventyx biosciences
Vuebotics Corp,vuebotics
Vivendi Universal Exchangeco Inc,vivendi universal exchangeco
Vanguard Growth ETF,vanguard growth
Vulcan International Corp,vulcan international
Vu1 Corp,vu
Value America Inc,value america
Vanguard Ultra-Short Bond ETF,vanguard ultrashort
Vident US Equity Strategy ETF,vident us equity strategy
Vuzix Corp,vuzix
Vanguard Large-Cap ETF,vanguard largecap
Vectren Corp,vectren
Indiana Gas Co Inc,indiana gas
Vectren Utility Holdings Inc.,vectren utility
VIVO Cannabis Inc,vivo cannabis
Vivid Learning Systems Inc,vivid learning systems
Vivid Technologies Inc,vivid technologies
Valencia Ventures Inc,valencia ventures
Vanguard Global Value Factor ETF,vanguard global value factor
Vivint Smart Home Inc,vivint smart home
Vanguard Global Minimum Volatility ETF,vanguard global minimum volatility
Vivos Therapeutics Inc,vivos therapeutics
VivoPower International PLC,vivopower international
Invesco Senior Income Trust,invesco senior income trust
Vanguard Canadian Ultra-Short Government Bond Index ETF,vanguard canadian ultrashort government index
VIVUS Inc,vivus
Valvoline Inc,valvoline
Versatile Systems Inc,versatile systems
Viasource Communications Inc,viasource communications
V2X Inc,vx
Volkswagen AG,volkswagen
Vintage Wine Estates Inc,vintage wine estates
Arch Indices VOI Absolute Income ETF,arch indices voi absolute income
Virtus WMC International Dividend ETF,virtus wmc international dividend
Vanguard FTSE Emerging Markets ETF,vanguard ftse emerging markets
Vanguard Emerging Markets Government Bond ETF,vanguard emerging markets government
VWR Corp,vwr
VWR Scientific Products Corp,vwr scientific products
Vidler Water Resources Inc,vidler water resources
Vialog Corp,vialog
Vulcan Inc,vulcan
Vanguard FTSE Global All Cap ex Canada Index ETF,vanguard ftse global all cap ex canada index
AccuShares Spot CBOE VIX Down Shares,accushares spot cboe vix down
Vitaxel Group Ltd -Old,vitaxel old
Vanguard Extended Market ETF,vanguard extended market
Vaxil Bio Ltd,vaxil bio
CI Morningstar International Value Index ETF,ci morningstar international value index
Vaxart Inc,vaxart
Van Kampen Convertible Securities Fund,van kampen convertible securities
ViXS Systems Inc,vixs systems
Voxtur Analytics Corp,voxtur analytics
AccuShares Spot CBOE VIX Up Shares,accushares spot cboe vix up
Vyquest Inc,vyquest
Valley Bancorporation,valley bancorporation
Vycor Medical Inc,vycor medical
Valley Financial Corp,valley financial
Vy Global Growth,vy global growth
Voyager Therapeutics Inc,voyager therapeutics
Voyager Pharmaceutical Corp,voyager pharmaceutical
Voyager Digital Ltd,voyager digital
Vanguard High Dividend Yield ETF,vanguard high dividend yield
Delaware Investments Minnesota Municipal Income Fund III Inc,delaware investments minnesota municipal income iii
Vanguard International High Dividend Yield ETF,vanguard international high dividend yield
VYNE Therapeutics Inc,vyne therapeutics
Vyant Bio Inc,vyant bio
Vyrix Pharmaceuticals Inc,vyrix pharmaceuticals
Vysis Inc,vysis
NCR Voyix Corp,ncr voyix
Vyyo Inc,vyyo
Verizon Communications Inc,verizon communications
Verizon Inc/NJ,verizon nj
Verizon Inc/CA,verizon ca
Verizon Inc/Fl,verizon fl
Verizon Inc/HI,verizon hi
Verizon Inc/North,verizon north
Verizon Inc/Northwest,verizon northwest
Verizon Inc/South,verizon south
Verizon New York Inc,verizon new york
Cellco Partnership,cellco partnership
Verizon Inc/PA,verizon pa
Verizon Inc/DE,verizon de
Verizon Inc/MD,verizon md
Verizon Inc/VA,verizon va
Verizon Washington Inc/DC,verizon washington dc
Verizon Inc/WV,verizon wv
Verizon New England Inc,verizon new england
VIZIO Holding Corp,vizio
Vizsla Silver Corp,vizsla silver
Wayfair Inc,wayfair
AquaVenture Holdings Ltd,aquaventure
Westinghouse Air Brake Technologies Corp,westinghouse air brake technologies
Wabash Inc,wabash
Westamerica Bancorporation,westamerica bancorporation
Western Asset Bond ETF,western asset
Westamerica Corp,westamerica
Wacoal Holdings Corp,wacoal
Wilfred America Educational Corp,wilfred america educational
WTC Inc,wtc
WTC International N.V.,wtc international nv
WaFd Inc,wafd
Wah Fu Education Group Ltd,wah fu education
WageWorks Inc,wageworks
Wags Stores Inc,wags stores
Westair Holding Inc,westair
Top KingWin Ltd,top kingwin
Western Atlas Inc,western atlas
Wainwright Bank & Trust Co,wainwright bank trust
Wesco Aircraft Holdings Inc,wesco aircraft
Wackenhut Corp,wackenhut
Wake Forest Bancshares Inc,wake forest bancshares
Western Alliance Bancorporation,western alliance bancorporation
Western Air Lines Inc,western air lines
Walbro Corp,walbro
Waldencast plc,waldencast
Waldbaum Inc,waldbaum
Walking Company Holdings Inc (The),walking company
Golden Metropolis International Ltd,golden metropolis international
Wall Data Inc,wall data
Walshire Assurn Co,walshire assurn
Alaska Silver Corp,alaska silver
Washington Mutual Inc,washington mutual
Wang Labs Inc,wang labs
U.S. Global Technology and Aerospace & Defense ETF,us global technology and aerospace defense
Warner Co,warner
Cool Technologies Inc,cool technologies
Warner Electric Brake & Clutch,warner electric brake clutch
Warrior Energy Service Corp,warrior energy service
Western Auto Supply Co,western auto supply
Washington Trust Bancorp Inc,washington trust bancorp
Waters Corp,waters
Waterford Wedgwood PLC,waterford wedgwood
Wonder Auto Technology Inc,wonder auto technology
Mountain Valley Spring Co,mountain valley spring
Energous Corp,energous
Wave2Wave Communications Inc,wavewave communications
Breaker Energy Ltd,breaker energy
Eco Wave Power Global AB (publ),eco wave power global ab
Wavefront Technologies Inc,wavefront technologies
Nextwave Wireless Inc,nextwave wireless
Wavo Corp,wavo
Waverly Inc,waverly
Wave Technologies International Inc,wave technologies international
Wavve Telecommunications Inc,wavve telecommunications
Wave Systems Corp.,wave systems
World Access Inc,world access
Waystar Holding Corp,waystar
Wayne Savings Bancshares Inc,wayne savings bancshares
Wave Sync Corp,wave sync
Weibo Corp,weibo
Wachovia Corp-Old,wachovia old
Workbrain Corp,workbrain
Wachovia Corp,wachovia
Wachovia Corp-Pro Forma,wachovia pro forma
Walgreens Boots Alliance Inc,walgreens boots alliance
Wisdomtree Trust - Balanced Income Fund,wisdomtree trust balanced income
West Coast Bancorp Inc/FL,west coast bancorp fl
WisdomTree Battery Value Chain and Innovation Fund,wisdomtree battery value chain and innovation
Westport Bancorp Inc,westport bancorp
Webb (Del E) Corp,webb
Westbury Bancorp Inc,westbury bancorp
WABCO Holdings Inc,wabco
WFS Bancorp Inc,wfs bancorp
Washington Banking Co,washington banking
WARNER BROS DISCOVERY INC,warner bros discovery
Wimm-Bill-Dann Foods OJSC,wimmbilldann foods ojsc
Western Bell Communications,western bell communications
Winc Inc,winc
Westbury Fashions Inc,westbury fashions
Wilson Bank Holding Co,wilson bank
Welichem Biotech Inc,welichem biotech
Westburne International Industries Ltd,westburne international industries
Westburne Inc,westburne
WBI BullBear Rising Income 2000 ETF,wbi bullbear rising income
WBI BullBear Value 2000 ETF,wbi bullbear value
WBI BullBear Yield 2000 ETF,wbi bullbear yield
WBI BullBear Quality 2000 ETF,wbi bullbear quality
WBI BullBear Global High Income ETF,wbi bullbear global high income
WBI BullBear Global Income ETF,wbi bullbear global income
WBI BullBear Trend Switch US Total Return ETF,wbi bullbear trend switch us total return
WBI BullBear Global Rotation ETF,wbi bullbear global rotation
Absolute Shares Trust - WBI BullBear Trend Switch US 3000 Total Return ETF,absolute trust wbi bullbear trend switch us total return
WBI Power Factor High Dividend ETF,wbi power factor high dividend
Wolverine Bancorp Inc,wolverine bancorp
WestBank Corp,westbank
Welbilt Corp,welbilt
Webmd Health Corp,webmd health
Washington Bancorp Inc,washington bancorp
Legg Mason ETF Investment Trust - Western Asset Total Return ETF,legg mason investment trust western asset total return
Waccamaw Bankshares Inc,waccamaw bankshares
Walbar Inc,walbar
Wyndham International Inc.,wyndham international
Webster Financial Corp,webster financial
Websense Inc,websense
WEBTOON Entertainment Inc,webtoon entertainment
Webuy Global Ltd,webuy global
Webvan Group Inc,webvan
WU BA Superior Products Holding Group Inc,wu ba superior products
Wallbox NV,wallbox
WebXU Inc,webxu
WellChoice Inc.,wellchoice
Weiman Co Inc,weiman
WCA Waste Corp,wca waste
Wireless Cable Atlanta Inc,wireless cable atlanta
Winfield Capital Corp,winfield capital
Wicat Systems Inc,wicat systems
ALPS Jefferies TR/J CRB Wildcatters Exploration & Production Equty Fund,alps jefferies trj crb wildcatters exploration production equty
WCB Resources Ltd,wcb resources
Westco Bancorp Inc,westco bancorp
West Coast Bancorp,west coast bancorp
West Coast Bancorp/OR-Old,west coast bancorporold
WisdomTree Cybersecurity Fund,wisdomtree cybersecurity
WESCO International Inc,wesco international
West Coast Community Bancorp,west coast community bancorp
Western Corporate Enterprise,western corporate enterprise
West Coast Entertainment Corp,west coast entertainment
